office,district,candidate,party,reporting_level,jurisdiction,county,county_number,votes
US SENATE,,,DEM,precinct,Fort Madison 3,Lee,56,172
US SENATE,,,REP,precinct,Fort Madison 3,Lee,56,310
US SENATE,,,OTH,precinct,Fort Madison 3,Lee,56,7
US SENATE,,,SC,precinct,Fort Madison 3,Lee,56,1
US REPRESENTATIVE,,,DEM,precinct,Fort Madison 3,Lee,56,216
US REPRESENTATIVE,,,REP,precinct,Fort Madison 3,Lee,56,64
US REPRESENTATIVE,,,OTH,precinct,Fort Madison 3,Lee,56,12
US REPRESENTATIVE,,,SC,precinct,Fort Madison 3,Lee,56,1
IOWA SENATE,6,,DEM,precinct,Fort Madison 3,Lee,56,270
IOWA SENATE,6,,REP,precinct,Fort Madison 3,Lee,56,30
IOWA SENATE,6,,SC,precinct,Fort Madison 3,Lee,56,0
IOWA HOUSE,92,,DEM,precinct,Fort Madison 3,Lee,56,250
IOWA HOUSE,92,,REP,precinct,Fort Madison 3,Lee,56,241
IOWA HOUSE,92,,SC,precinct,Fort Madison 3,Lee,56,2
PRESIDENT,,,DEM,precinct,Fort Madison 4a,Lee,56,249
PRESIDENT,,,REP,precinct,Fort Madison 4a,Lee,56,201
PRESIDENT,,,SC,precinct,Fort Madison 4a,Lee,56,1
US SENATE,,,DEM,precinct,Fort Madison 4a,Lee,56,131
US SENATE,,,REP,precinct,Fort Madison 4a,Lee,56,307
US SENATE,,,OTH,precinct,Fort Madison 4a,Lee,56,1
US SENATE,,,SC,precinct,Fort Madison 4a,Lee,56,1
US REPRESENTATIVE,,,DEM,precinct,Fort Madison 4a,Lee,56,150
US REPRESENTATIVE,,,REP,precinct,Fort Madison 4a,Lee,56,84
US REPRESENTATIVE,,,OTH,precinct,Fort Madison 4a,Lee,56,8
US REPRESENTATIVE,,,SC,precinct,Fort Madison 4a,Lee,56,2
IOWA SENATE,6,,DEM,precinct,Fort Madison 4a,Lee,56,225
IOWA SENATE,6,,REP,precinct,Fort Madison 4a,Lee,56,24
IOWA SENATE,6,,SC,precinct,Fort Madison 4a,Lee,56,0
IOWA HOUSE,92,,DEM,precinct,Fort Madison 4a,Lee,56,221
IOWA HOUSE,92,,REP,precinct,Fort Madison 4a,Lee,56,225
IOWA HOUSE,92,,SC,precinct,Fort Madison 4a,Lee,56,0
PRESIDENT,,,DEM,precinct,Fort Madison 4b,Lee,56,77
PRESIDENT,,,REP,precinct,Fort Madison 4b,Lee,56,44
PRESIDENT,,,SC,precinct,Fort Madison 4b,Lee,56,0
US SENATE,,,DEM,precinct,Fort Madison 4b,Lee,56,49
US SENATE,,,REP,precinct,Fort Madison 4b,Lee,56,67
US SENATE,,,SC,precinct,Fort Madison 4b,Lee,56,0
US REPRESENTATIVE,,,DEM,precinct,Fort Madison 4b,Lee,56,52
US REPRESENTATIVE,,,REP,precinct,Fort Madison 4b,Lee,56,9
US REPRESENTATIVE,,,OTH,precinct,Fort Madison 4b,Lee,56,8
US REPRESENTATIVE,,,SC,precinct,Fort Madison 4b,Lee,56,0
IOWA SENATE,6,,DEM,precinct,Fort Madison 4b,Lee,56,73
IOWA SENATE,6,,REP,precinct,Fort Madison 4b,Lee,56,1
IOWA SENATE,6,,SC,precinct,Fort Madison 4b,Lee,56,0
IOWA HOUSE,92,,DEM,precinct,Fort Madison 4b,Lee,56,73
IOWA HOUSE,92,,REP,precinct,Fort Madison 4b,Lee,56,50
IOWA HOUSE,92,,SC,precinct,Fort Madison 4b,Lee,56,0
PRESIDENT,,,DEM,precinct,Fort Madison 5/Madison Twp,Lee,56,246
PRESIDENT,,,REP,precinct,Fort Madison 5/Madison Twp,Lee,56,214
PRESIDENT,,,SC,precinct,Fort Madison 5/Madison Twp,Lee,56,0
US SENATE,,,DEM,precinct,Fort Madison 5/Madison Twp,Lee,56,153
US SENATE,,,REP,precinct,Fort Madison 5/Madison Twp,Lee,56,294
US SENATE,,,OTH,precinct,Fort Madison 5/Madison Twp,Lee,56,1
US SENATE,,,SC,precinct,Fort Madison 5/Madison Twp,Lee,56,0
US REPRESENTATIVE,,,DEM,precinct,Fort Madison 5/Madison Twp,Lee,56,179
US REPRESENTATIVE,,,REP,precinct,Fort Madison 5/Madison Twp,Lee,56,66
US REPRESENTATIVE,,,OTH,precinct,Fort Madison 5/Madison Twp,Lee,56,6
US REPRESENTATIVE,,,SC,precinct,Fort Madison 5/Madison Twp,Lee,56,2
IOWA SENATE,6,,DEM,precinct,Fort Madison 5/Madison Twp,Lee,56,255
IOWA SENATE,6,,REP,precinct,Fort Madison 5/Madison Twp,Lee,56,06
IOWA SENATE,6,,SC,precinct,Fort Madison 5/Madison Twp,Lee,56,1
IOWA HOUSE,92,,DEM,precinct,Fort Madison 5/Madison Twp,Lee,56,233
IOWA HOUSE,92,,REP,precinct,Fort Madison 5/Madison Twp,Lee,56,223
IOWA HOUSE,92,,SC,precinct,Fort Madison 5/Madison Twp,Lee,56,0
PRESIDENT,,,DEM,precinct,Franklin Harrison,Lee,56,39
PRESIDENT,,,REP,precinct,Franklin Harrison,Lee,56,117
PRESIDENT,,,SC,precinct,Franklin Harrison,Lee,56,0
US SENATE,,,DEM,precinct,Franklin Harrison,Lee,56,15
US SENATE,,,REP,precinct,Franklin Harrison,Lee,56,139
US SENATE,,,SC,precinct,Franklin Harrison,Lee,56,0
US REPRESENTATIVE,,,DEM,precinct,Franklin Harrison,Lee,56,22
US REPRESENTATIVE,,,REP,precinct,Franklin Harrison,Lee,56,31
US REPRESENTATIVE,,,OTH,precinct,Franklin Harrison,Lee,56,0
US REPRESENTATIVE,,,SC,precinct,Franklin Harrison,Lee,56,0
IOWA SENATE,6,,DEM,precinct,Franklin Harrison,Lee,56,41
IOWA SENATE,6,,REP,precinct,Franklin Harrison,Lee,56,15
IOWA SENATE,6,,SC,precinct,Franklin Harrison,Lee,56,0
IOWA HOUSE,91,,DEM,precinct,Franklin Harrison,Lee,56,0
IOWA HOUSE,91,,REP,precinct,Franklin Harrison,Lee,56,140
IOWA HOUSE,91,,SC,precinct,Franklin Harrison,Lee,56,0
PRESIDENT,,,DEM,precinct,Franklin Pilot Grove,Lee,56,245
PRESIDENT,,,REP,precinct,Franklin Pilot Grove,Lee,56,267
PRESIDENT,,,SC,precinct,Franklin Pilot Grove,Lee,56,0
US SENATE,,,DEM,precinct,Franklin Pilot Grove,Lee,56,133
US SENATE,,,REP,precinct,Franklin Pilot Grove,Lee,56,363
US SENATE,,,OTH,precinct,Franklin Pilot Grove,Lee,56,5
US SENATE,,,SC,precinct,Franklin Pilot Grove,Lee,56,0
US REPRESENTATIVE,,,DEM,precinct,Franklin Pilot Grove,Lee,56,144
US REPRESENTATIVE,,,REP,precinct,Franklin Pilot Grove,Lee,56,52
US REPRESENTATIVE,,,OTH,precinct,Franklin Pilot Grove,Lee,56,8
US REPRESENTATIVE,,,SC,precinct,Franklin Pilot Grove,Lee,56,0
IOWA SENATE,6,,DEM,precinct,Franklin Pilot Grove,Lee,56,229
IOWA SENATE,6,,REP,precinct,Franklin Pilot Grove,Lee,56,83
IOWA SENATE,6,,SC,precinct,Franklin Pilot Grove,Lee,56,0
IOWA HOUSE,91,,DEM,precinct,Franklin Pilot Grove,Lee,56,0
IOWA HOUSE,91,,REP,precinct,Franklin Pilot Grove,Lee,56,408
IOWA HOUSE,91,,SC,precinct,Franklin Pilot Grove,Lee,56,3
PRESIDENT,,,DEM,precinct,Green Bay,Lee,56,94
PRESIDENT,,,REP,precinct,Green Bay,Lee,56,147
PRESIDENT,,,SC,precinct,Green Bay,Lee,56,1
US SENATE,,,DEM,precinct,Green Bay,Lee,56,63
US SENATE,,,REP,precinct,Green Bay,Lee,56,174
US SENATE,,,SC,precinct,Green Bay,Lee,56,0
US REPRESENTATIVE,,,DEM,precinct,Green Bay,Lee,56,64
US REPRESENTATIVE,,,REP,precinct,Green Bay,Lee,56,62
US REPRESENTATIVE,,,OTH,precinct,Green Bay,Lee,56,3
US REPRESENTATIVE,,,SC,precinct,Green Bay,Lee,56,1
IOWA SENATE,6,,DEM,precinct,Green Bay,Lee,56,107
IOWA SENATE,6,,REP,precinct,Green Bay,Lee,56,36
IOWA SENATE,6,,SC,precinct,Green Bay,Lee,56,0
IOWA HOUSE,91,,DEM,precinct,Green Bay,Lee,56,0
IOWA HOUSE,91,,REP,precinct,Green Bay,Lee,56,180
IOWA HOUSE,91,,SC,precinct,Green Bay,Lee,56,0
PRESIDENT,,,DEM,precinct,Jackson,Lee,56,278
PRESIDENT,,,REP,precinct,Jackson,Lee,56,310
PRESIDENT,,,SC,precinct,Jackson,Lee,56,0
US SENATE,,,DEM,precinct,Jackson,Lee,56,169
US SENATE,,,REP,precinct,Jackson,Lee,56,397
US SENATE,,,OTH,precinct,Jackson,Lee,56,1
US SENATE,,,SC,precinct,Jackson,Lee,56,1
US REPRESENTATIVE,,,DEM,precinct,Jackson,Lee,56,198
US REPRESENTATIVE,,,REP,precinct,Jackson,Lee,56,56
US REPRESENTATIVE,,,OTH,precinct,Jackson,Lee,56,16
US REPRESENTATIVE,,,SC,precinct,Jackson,Lee,56,1
IOWA SENATE,6,,DEM,precinct,Jackson,Lee,56,293
IOWA SENATE,6,,REP,precinct,Jackson,Lee,56,88
IOWA SENATE,6,,SC,precinct,Jackson,Lee,56,1
IOWA HOUSE,92,,DEM,precinct,Jackson,Lee,56,231
IOWA HOUSE,92,,REP,precinct,Jackson,Lee,56,360
IOWA HOUSE,92,,SC,precinct,Jackson,Lee,56,0
PRESIDENT,,,DEM,precinct,Jefferson,Lee,56,193
PRESIDENT,,,REP,precinct,Jefferson,Lee,56,163
PRESIDENT,,,SC,precinct,Jefferson,Lee,56,0
US SENATE,,,DEM,precinct,Jefferson,Lee,56,120
US SENATE,,,REP,precinct,Jefferson,Lee,56,218
US SENATE,,,OTH,precinct,Jefferson,Lee,56,8
US SENATE,,,SC,precinct,Jefferson,Lee,56,0
US REPRESENTATIVE,,,DEM,precinct,Jefferson,Lee,56,133
US REPRESENTATIVE,,,REP,precinct,Jefferson,Lee,56,03
US REPRESENTATIVE,,,OTH,precinct,Jefferson,Lee,56,13
US REPRESENTATIVE,,,SC,precinct,Jefferson,Lee,56,0
IOWA SENATE,6,,DEM,precinct,Jefferson,Lee,56,191
IOWA SENATE,6,,REP,precinct,Jefferson,Lee,56,66
IOWA SENATE,6,,SC,precinct,Jefferson,Lee,56,0
IOWA HOUSE,92,,DEM,precinct,Jefferson,Lee,56,161
IOWA HOUSE,92,,REP,precinct,Jefferson,Lee,56,194
IOWA HOUSE,92,,SC,precinct,Jefferson,Lee,56,0
PRESIDENT,,,DEM,precinct,Keokuk 1,Lee,56,217
PRESIDENT,,,REP,precinct,Keokuk 1,Lee,56,216
PRESIDENT,,,OTH,precinct,Keokuk 1,Lee,56,0
PRESIDENT,,,SC,precinct,Keokuk 1,Lee,56,0
US SENATE,,,DEM,precinct,Keokuk 1,Lee,56,115
US SENATE,,,REP,precinct,Keokuk 1,Lee,56,300
US SENATE,,,OTH,precinct,Keokuk 1,Lee,56,9
US SENATE,,,SC,precinct,Keokuk 1,Lee,56,0
US REPRESENTATIVE,,,DEM,precinct,Keokuk 1,Lee,56,134
US REPRESENTATIVE,,,REP,precinct,Keokuk 1,Lee,56,76
US REPRESENTATIVE,,,OTH,precinct,Keokuk 1,Lee,56,19
US REPRESENTATIVE,,,SC,precinct,Keokuk 1,Lee,56,0
IOWA SENATE,6,,DEM,precinct,Keokuk 1,Lee,56,217
IOWA SENATE,6,,REP,precinct,Keokuk 1,Lee,56,10
IOWA SENATE,6,,SC,precinct,Keokuk 1,Lee,56,0
IOWA HOUSE,92,,DEM,precinct,Keokuk 1,Lee,56,196
IOWA HOUSE,92,,REP,precinct,Keokuk 1,Lee,56,238
IOWA HOUSE,92,,SC,precinct,Keokuk 1,Lee,56,1
PRESIDENT,,,DEM,precinct,Keokuk 2a,Lee,56,71
PRESIDENT,,,REP,precinct,Keokuk 2a,Lee,56,53
PRESIDENT,,,SC,precinct,Keokuk 2a,Lee,56,0
US SENATE,,,DEM,precinct,Keokuk 2a,Lee,56,42
US SENATE,,,REP,precinct,Keokuk 2a,Lee,56,73
US SENATE,,,SC,precinct,Keokuk 2a,Lee,56,0
US REPRESENTATIVE,,,DEM,precinct,Keokuk 2a,Lee,56,49
US REPRESENTATIVE,,,REP,precinct,Keokuk 2a,Lee,56,9
US REPRESENTATIVE,,,OTH,precinct,Keokuk 2a,Lee,56,5
US REPRESENTATIVE,,,SC,precinct,Keokuk 2a,Lee,56,0
IOWA SENATE,6,,DEM,precinct,Keokuk 2a,Lee,56,71
IOWA SENATE,6,,REP,precinct,Keokuk 2a,Lee,56,1
IOWA SENATE,6,,SC,precinct,Keokuk 2a,Lee,56,0
IOWA HOUSE,92,,DEM,precinct,Keokuk 2a,Lee,56,59
IOWA HOUSE,92,,REP,precinct,Keokuk 2a,Lee,56,64
IOWA HOUSE,92,,SC,precinct,Keokuk 2a,Lee,56,0
PRESIDENT,,,DEM,precinct,Keokuk 2b,Lee,56,122
PRESIDENT,,,REP,precinct,Keokuk 2b,Lee,56,90
PRESIDENT,,,SC,precinct,Keokuk 2b,Lee,56,0
US SENATE,,,DEM,precinct,Keokuk 2b,Lee,56,73
US SENATE,,,REP,precinct,Keokuk 2b,Lee,56,133
US SENATE,,,OTH,precinct,Keokuk 2b,Lee,56,3
US SENATE,,,SC,precinct,Keokuk 2b,Lee,56,0
US REPRESENTATIVE,,,DEM,precinct,Keokuk 2b,Lee,56,81
US REPRESENTATIVE,,,REP,precinct,Keokuk 2b,Lee,56,18
US REPRESENTATIVE,,,OTH,precinct,Keokuk 2b,Lee,56,15
US REPRESENTATIVE,,,SC,precinct,Keokuk 2b,Lee,56,0
IOWA SENATE,6,,DEM,precinct,Keokuk 2b,Lee,56,129
IOWA SENATE,6,,REP,precinct,Keokuk 2b,Lee,56,7
IOWA SENATE,6,,SC,precinct,Keokuk 2b,Lee,56,0
IOWA HOUSE,92,,DEM,precinct,Keokuk 2b,Lee,56,110
IOWA HOUSE,92,,REP,precinct,Keokuk 2b,Lee,56,109
IOWA HOUSE,92,,SC,precinct,Keokuk 2b,Lee,56,0
PRESIDENT,,,DEM,precinct,Keokuk 3,Lee,56,248
PRESIDENT,,,REP,precinct,Keokuk 3,Lee,56,198
PRESIDENT,,,SC,precinct,Keokuk 3,Lee,56,0
US SENATE,,,DEM,precinct,Keokuk 3,Lee,56,152
US SENATE,,,REP,precinct,Keokuk 3,Lee,56,286
US SENATE,,,OTH,precinct,Keokuk 3,Lee,56,0
US SENATE,,,SC,precinct,Keokuk 3,Lee,56,0
US REPRESENTATIVE,,,DEM,precinct,Keokuk 3,Lee,56,171
US REPRESENTATIVE,,,REP,precinct,Keokuk 3,Lee,56,59
US REPRESENTATIVE,,,OTH,precinct,Keokuk 3,Lee,56,10
US REPRESENTATIVE,,,SC,precinct,Keokuk 3,Lee,56,0
IOWA SENATE,6,,DEM,precinct,Keokuk 3,Lee,56,250
IOWA SENATE,6,,REP,precinct,Keokuk 3,Lee,56,91
IOWA SENATE,6,,SC,precinct,Keokuk 3,Lee,56,0
IOWA HOUSE,92,,DEM,precinct,Keokuk 3,Lee,56,217
IOWA HOUSE,92,,REP,precinct,Keokuk 3,Lee,56,229
IOWA HOUSE,92,,SC,precinct,Keokuk 3,Lee,56,1
PRESIDENT,,,DEM,precinct,Keokuk 4,Lee,56,228
PRESIDENT,,,REP,precinct,Keokuk 4,Lee,56,124
PRESIDENT,,,SC,precinct,Keokuk 4,Lee,56,0
US SENATE,,,DEM,precinct,Keokuk 4,Lee,56,139
US SENATE,,,REP,precinct,Keokuk 4,Lee,56,201
US SENATE,,,OTH,precinct,Keokuk 4,Lee,56,6
US SENATE,,,SC,precinct,Keokuk 4,Lee,56,0
US REPRESENTATIVE,,,DEM,precinct,Keokuk 4,Lee,56,167
US REPRESENTATIVE,,,REP,precinct,Keokuk 4,Lee,56,71
US REPRESENTATIVE,,,OTH,precinct,Keokuk 4,Lee,56,12
US REPRESENTATIVE,,,SC,precinct,Keokuk 4,Lee,56,0
IOWA SENATE,6,,DEM,precinct,Keokuk 4,Lee,56,218
IOWA SENATE,6,,REP,precinct,Keokuk 4,Lee,56,35
IOWA SENATE,6,,SC,precinct,Keokuk 4,Lee,56,0
IOWA HOUSE,92,,DEM,precinct,Keokuk 4,Lee,56,182
IOWA HOUSE,92,,REP,precinct,Keokuk 4,Lee,56,170
IOWA HOUSE,92,,SC,precinct,Keokuk 4,Lee,56,0
PRESIDENT,,,DEM,precinct,Keokuk 5,Lee,56,304
PRESIDENT,,,REP,precinct,Keokuk 5,Lee,56,261
PRESIDENT,,,SC,precinct,Keokuk 5,Lee,56,2
US SENATE,,,DEM,precinct,Keokuk 5,Lee,56,176
US SENATE,,,REP,precinct,Keokuk 5,Lee,56,382
US SENATE,,,OTH,precinct,Keokuk 5,Lee,56,2
US SENATE,,,SC,precinct,Keokuk 5,Lee,56,0
US REPRESENTATIVE,,,DEM,precinct,Keokuk 5,Lee,56,203
US REPRESENTATIVE,,,REP,precinct,Keokuk 5,Lee,56,51
US REPRESENTATIVE,,,OTH,precinct,Keokuk 5,Lee,56,10
US REPRESENTATIVE,,,SC,precinct,Keokuk 5,Lee,56,0
IOWA SENATE,6,,DEM,precinct,Keokuk 5,Lee,56,306
IOWA SENATE,6,,REP,precinct,Keokuk 5,Lee,56,68
IOWA SENATE,6,,SC,precinct,Keokuk 5,Lee,56,1
IOWA HOUSE,92,,DEM,precinct,Keokuk 5,Lee,56,266
IOWA HOUSE,92,,REP,precinct,Keokuk 5,Lee,56,311
IOWA HOUSE,92,,SC,precinct,Keokuk 5,Lee,56,0
PRESIDENT,,,DEM,precinct,Keokuk 6,Lee,56,263
PRESIDENT,,,REP,precinct,Keokuk 6,Lee,56,175
PRESIDENT,,,OTH,precinct,Keokuk 6,Lee,56,1
PRESIDENT,,,SC,precinct,Keokuk 6,Lee,56,0
US SENATE,,,DEM,precinct,Keokuk 6,Lee,56,155
US SENATE,,,REP,precinct,Keokuk 6,Lee,56,270
US SENATE,,,OTH,precinct,Keokuk 6,Lee,56,0
US SENATE,,,SC,precinct,Keokuk 6,Lee,56,0
US REPRESENTATIVE,,,DEM,precinct,Keokuk 6,Lee,56,199
US REPRESENTATIVE,,,REP,precinct,Keokuk 6,Lee,56,19
US REPRESENTATIVE,,,OTH,precinct,Keokuk 6,Lee,56,17
US REPRESENTATIVE,,,SC,precinct,Keokuk 6,Lee,56,0
IOWA SENATE,6,,DEM,precinct,Keokuk 6,Lee,56,257
IOWA SENATE,6,,REP,precinct,Keokuk 6,Lee,56,89
IOWA SENATE,6,,SC,precinct,Keokuk 6,Lee,56,1
IOWA HOUSE,92,,DEM,precinct,Keokuk 6,Lee,56,223
IOWA HOUSE,92,,REP,precinct,Keokuk 6,Lee,56,221
IOWA HOUSE,92,,SC,precinct,Keokuk 6,Lee,56,1
PRESIDENT,,,DEM,precinct,Keokuk 7,Lee,56,231
PRESIDENT,,,REP,precinct,Keokuk 7,Lee,56,309
PRESIDENT,,,SC,precinct,Keokuk 7,Lee,56,2
US SENATE,,,DEM,precinct,Keokuk 7,Lee,56,120
US SENATE,,,REP,precinct,Keokuk 7,Lee,56,412
US SENATE,,,OTH,precinct,Keokuk 7,Lee,56,0
US SENATE,,,SC,precinct,Keokuk 7,Lee,56,1
US REPRESENTATIVE,,,DEM,precinct,Keokuk 7,Lee,56,138
US REPRESENTATIVE,,,REP,precinct,Keokuk 7,Lee,56,85
US REPRESENTATIVE,,,OTH,precinct,Keokuk 7,Lee,56,10
US REPRESENTATIVE,,,SC,precinct,Keokuk 7,Lee,56,1
IOWA SENATE,6,,DEM,precinct,Keokuk 7,Lee,56,235
IOWA SENATE,6,,REP,precinct,Keokuk 7,Lee,56,99
IOWA SENATE,6,,SC,precinct,Keokuk 7,Lee,56,1
IOWA HOUSE,92,,DEM,precinct,Keokuk 7,Lee,56,199
IOWA HOUSE,92,,REP,precinct,Keokuk 7,Lee,56,343
IOWA HOUSE,92,,SC,precinct,Keokuk 7,Lee,56,1
PRESIDENT,,,DEM,precinct,Montrose,Lee,56,325
PRESIDENT,,,REP,precinct,Montrose,Lee,56,313
PRESIDENT,,,OTH,precinct,Montrose,Lee,56,5
PRESIDENT,,,SC,precinct,Montrose,Lee,56,1
US SENATE,,,DEM,precinct,Montrose,Lee,56,203
US SENATE,,,REP,precinct,Montrose,Lee,56,413
US SENATE,,,OTH,precinct,Montrose,Lee,56,6
US SENATE,,,SC,precinct,Montrose,Lee,56,0
US REPRESENTATIVE,,,DEM,precinct,Montrose,Lee,56,230
US REPRESENTATIVE,,,REP,precinct,Montrose,Lee,56,69
US REPRESENTATIVE,,,OTH,precinct,Montrose,Lee,56,50
US REPRESENTATIVE,,,SC,precinct,Montrose,Lee,56,0
IOWA SENATE,6,,DEM,precinct,Montrose,Lee,56,340
IOWA SENATE,6,,REP,precinct,Montrose,Lee,56,12
IOWA SENATE,6,,SC,precinct,Montrose,Lee,56,0
IOWA HOUSE,92,,DEM,precinct,Montrose,Lee,56,252
IOWA HOUSE,92,,REP,precinct,Montrose,Lee,56,399
IOWA HOUSE,92,,SC,precinct,Montrose,Lee,56,1
PRESIDENT,,,DEM,precinct,Pleasant Ridge West Point,Lee,56,356
PRESIDENT,,,REP,precinct,Pleasant Ridge West Point,Lee,56,323
PRESIDENT,,,SC,precinct,Pleasant Ridge West Point,Lee,56,0
US SENATE,,,DEM,precinct,Pleasant Ridge West Point,Lee,56,165
US SENATE,,,REP,precinct,Pleasant Ridge West Point,Lee,56,488
US SENATE,,,OTH,precinct,Pleasant Ridge West Point,Lee,56,7
US SENATE,,,SC,precinct,Pleasant Ridge West Point,Lee,56,0
US REPRESENTATIVE,,,DEM,precinct,Pleasant Ridge West Point,Lee,56,199
US REPRESENTATIVE,,,REP,precinct,Pleasant Ridge West Point,Lee,56,54
US REPRESENTATIVE,,,OTH,precinct,Pleasant Ridge West Point,Lee,56,11
US REPRESENTATIVE,,,SC,precinct,Pleasant Ridge West Point,Lee,56,0
IOWA SENATE,6,,DEM,precinct,Pleasant Ridge West Point,Lee,56,379
IOWA SENATE,6,,REP,precinct,Pleasant Ridge West Point,Lee,56,07
IOWA SENATE,6,,SC,precinct,Pleasant Ridge West Point,Lee,56,0
IOWA HOUSE,91,,DEM,precinct,Pleasant Ridge West Point,Lee,56,0
IOWA HOUSE,91,,REP,precinct,Pleasant Ridge West Point,Lee,56,521
IOWA HOUSE,91,,SC,precinct,Pleasant Ridge West Point,Lee,56,1
PRESIDENT,,,DEM,precinct,Washington,Lee,56,262
PRESIDENT,,,REP,precinct,Washington,Lee,56,307
PRESIDENT,,,SC,precinct,Washington,Lee,56,1
US SENATE,,,DEM,precinct,Washington,Lee,56,147
US SENATE,,,REP,precinct,Washington,Lee,56,404
US SENATE,,,SC,precinct,Washington,Lee,56,0
US REPRESENTATIVE,,,DEM,precinct,Washington,Lee,56,173
US REPRESENTATIVE,,,REP,precinct,Washington,Lee,56,64
US REPRESENTATIVE,,,OTH,precinct,Washington,Lee,56,10
US REPRESENTATIVE,,,SC,precinct,Washington,Lee,56,0
IOWA SENATE,6,,DEM,precinct,Washington,Lee,56,277
IOWA SENATE,6,,REP,precinct,Washington,Lee,56,97
IOWA SENATE,6,,SC,precinct,Washington,Lee,56,0
IOWA HOUSE,91,,DEM,precinct,Washington,Lee,56,0
IOWA HOUSE,91,,REP,precinct,Washington,Lee,56,411
IOWA HOUSE,91,,SC,precinct,Washington,Lee,56,0
PRESIDENT,,,DEM,precinct,,Lee Total,,10152
PRESIDENT,,,REP,precinct,,Lee Total,,7472
PRESIDENT,,,OTH,precinct,,Lee Total,,218
PRESIDENT,,,SC,precinct,,Lee Total,,16
US SENATE,,,DEM,precinct,,Lee Total,,6442
US SENATE,,,REP,precinct,,Lee Total,,10604
US SENATE,,,OTH,precinct,,Lee Total,,579
US SENATE,,,SC,precinct,,Lee Total,,7
US REPRESENTATIVE,,,DEM,precinct,,Lee Total,,7368
US REPRESENTATIVE,,,REP,precinct,,Lee Total,,9530
US REPRESENTATIVE,,,OTH,precinct,,Lee Total,,471
US REPRESENTATIVE,,,SC,precinct,,Lee Total,,13
IOWA SENATE,,,DEM,precinct,,Lee Total,,10154
IOWA SENATE,,,REP,precinct,,Lee Total,,7524
IOWA SENATE,,,OTH,precinct,,Lee Total,,0
IOWA SENATE,,,SC,precinct,,Lee Total,,8
IOWA HOUSE,,,DEM,precinct,,Lee Total,,7322
IOWA HOUSE,,,REP,precinct,,Lee Total,,9203
IOWA HOUSE,,,OTH,precinct,,Lee Total,,0
IOWA HOUSE,,,SC,precinct,,Lee Total,,41
IOWA HOUSE,29,,DEM,precinct,Absentee and Special Ballots HD 29,Linn,57,1978
IOWA HOUSE,29,,REP,precinct,Absentee and Special Ballots HD 29,Linn,57,0
IOWA HOUSE,29,,OTH,precinct,Absentee and Special Ballots HD 29,Linn,57,0
IOWA HOUSE,29,,SC,precinct,Absentee and Special Ballots HD 29,Linn,57,33
IOWA HOUSE,33,,DEM,precinct,Absentee and Special Ballots HD 33,Linn,57,4128
IOWA HOUSE,33,,REP,precinct,Absentee and Special Ballots HD 33,Linn,57,0
IOWA HOUSE,33,,OTH,precinct,Absentee and Special Ballots HD 33,Linn,57,0
IOWA HOUSE,33,,SC,precinct,Absentee and Special Ballots HD 33,Linn,57,34
IOWA HOUSE,34,,DEM,precinct,Absentee and Special Ballots HD 34,Linn,57,4147
IOWA HOUSE,34,,REP,precinct,Absentee and Special Ballots HD 34,Linn,57,0
IOWA HOUSE,34,,OTH,precinct,Absentee and Special Ballots HD 34,Linn,57,0
IOWA HOUSE,34,,SC,precinct,Absentee and Special Ballots HD 34,Linn,57,50
IOWA HOUSE,35,,DEM,precinct,Absentee and Special Ballots HD 35,Linn,57,2376
IOWA HOUSE,35,,REP,precinct,Absentee and Special Ballots HD 35,Linn,57,1824
IOWA HOUSE,35,,OTH,precinct,Absentee and Special Ballots HD 35,Linn,57,0
IOWA HOUSE,35,,SC,precinct,Absentee and Special Ballots HD 35,Linn,57,2
IOWA HOUSE,36,,DEM,precinct,Absentee and Special Ballots HD 36,Linn,57,3682
IOWA HOUSE,36,,REP,precinct,Absentee and Special Ballots HD 36,Linn,57,2120
IOWA HOUSE,36,,OTH,precinct,Absentee and Special Ballots HD 36,Linn,57,0
IOWA HOUSE,36,,SC,precinct,Absentee and Special Ballots HD 36,Linn,57,5
IOWA HOUSE,37,,DEM,precinct,Absentee and Special Ballots HD 37,Linn,57,2854
IOWA HOUSE,37,,REP,precinct,Absentee and Special Ballots HD 37,Linn,57,2691
IOWA HOUSE,37,,OTH,precinct,Absentee and Special Ballots HD 37,Linn,57,0
IOWA HOUSE,37,,SC,precinct,Absentee and Special Ballots HD 37,Linn,57,6
IOWA HOUSE,38,,DEM,precinct,Absentee and Special Ballots HD 38,Linn,57,3523
IOWA HOUSE,38,,REP,precinct,Absentee and Special Ballots HD 38,Linn,57,1830
IOWA HOUSE,38,,OTH,precinct,Absentee and Special Ballots HD 38,Linn,57,0
IOWA HOUSE,38,,SC,precinct,Absentee and Special Ballots HD 38,Linn,57,3
PRESIDENT,,,DEM,precinct,Absentee and Special Ballots,Linn,57,22177
PRESIDENT,,,REP,precinct,Absentee and Special Ballots,Linn,57,12584
PRESIDENT,,,OTH,precinct,Absentee and Special Ballots,Linn,57,196
PRESIDENT,,,SC,precinct,Absentee and Special Ballots,Linn,57,31
US SENATE,,,DEM,precinct,Absentee and Special Ballots,Linn,57,14918
US SENATE,,,REP,precinct,Absentee and Special Ballots,Linn,57,18631
US SENATE,,,OTH,precinct,Absentee and Special Ballots,Linn,57,730
