office,district,candidate,party,reporting_level,jurisdiction,county,county_number,votes
US SENATE,,,SC,precinct,Absentee and Special Ballots,Linn,57,18
US REPRESENTATIVE,,,DEM,precinct,Absentee and Special Ballots,Linn,57,16978
US REPRESENTATIVE,,,REP,precinct,Absentee and Special Ballots,Linn,57,6434
US REPRESENTATIVE,,,OTH,precinct,Absentee and Special Ballots,Linn,57,536
US REPRESENTATIVE,,,SC,precinct,Absentee and Special Ballots,Linn,57,14
IOWA SENATE,8,,DEM,precinct,Absentee and Special Ballots,Linn,57,4834
IOWA SENATE,8,,REP,precinct,Absentee and Special Ballots,Linn,57,025
PRESIDENT,,,DEM,precinct,Cedar Rapids 1,Linn,57,441
PRESIDENT,,,REP,precinct,Cedar Rapids 1,Linn,57,234
PRESIDENT,,,OTH,precinct,Cedar Rapids 1,Linn,57,4
PRESIDENT,,,SC,precinct,Cedar Rapids 1,Linn,57,0
US SENATE,,,DEM,precinct,Cedar Rapids 1,Linn,57,263
US SENATE,,,REP,precinct,Cedar Rapids 1,Linn,57,384
US SENATE,,,OTH,precinct,Cedar Rapids 1,Linn,57,18
US SENATE,,,SC,precinct,Cedar Rapids 1,Linn,57,1
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 1,Linn,57,325
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 1,Linn,57,14
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 1,Linn,57,21
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 1,Linn,57,1
IOWA HOUSE,33,,DEM,precinct,Cedar Rapids 1,Linn,57,521
IOWA HOUSE,33,,REP,precinct,Cedar Rapids 1,Linn,57,0
IOWA HOUSE,33,,SC,precinct,Cedar Rapids 1,Linn,57,8
PRESIDENT,,,DEM,precinct,Cedar Rapids 2,Linn,57,644
PRESIDENT,,,REP,precinct,Cedar Rapids 2,Linn,57,427
PRESIDENT,,,OTH,precinct,Cedar Rapids 2,Linn,57,6
PRESIDENT,,,SC,precinct,Cedar Rapids 2,Linn,57,0
US SENATE,,,DEM,precinct,Cedar Rapids 2,Linn,57,392
US SENATE,,,REP,precinct,Cedar Rapids 2,Linn,57,624
US SENATE,,,OTH,precinct,Cedar Rapids 2,Linn,57,37
US SENATE,,,SC,precinct,Cedar Rapids 2,Linn,57,2
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 2,Linn,57,464
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 2,Linn,57,44
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 2,Linn,57,32
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 2,Linn,57,1
IOWA HOUSE,33,,DEM,precinct,Cedar Rapids 2,Linn,57,817
IOWA HOUSE,33,,REP,precinct,Cedar Rapids 2,Linn,57,0
IOWA HOUSE,33,,SC,precinct,Cedar Rapids 2,Linn,57,16
PRESIDENT,,,DEM,precinct,Cedar Rapids 3,Linn,57,621
PRESIDENT,,,REP,precinct,Cedar Rapids 3,Linn,57,416
PRESIDENT,,,OTH,precinct,Cedar Rapids 3,Linn,57,11
PRESIDENT,,,SC,precinct,Cedar Rapids 3,Linn,57,0
US SENATE,,,DEM,precinct,Cedar Rapids 3,Linn,57,366
US SENATE,,,REP,precinct,Cedar Rapids 3,Linn,57,627
US SENATE,,,OTH,precinct,Cedar Rapids 3,Linn,57,17
US SENATE,,,SC,precinct,Cedar Rapids 3,Linn,57,0
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 3,Linn,57,451
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 3,Linn,57,32
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 3,Linn,57,17
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 3,Linn,57,0
IOWA HOUSE,33,,DEM,precinct,Cedar Rapids 3,Linn,57,780
IOWA HOUSE,33,,REP,precinct,Cedar Rapids 3,Linn,57,0
IOWA HOUSE,33,,SC,precinct,Cedar Rapids 3,Linn,57,11
PRESIDENT,,,DEM,precinct,Cedar Rapids 4,Linn,57,548
PRESIDENT,,,REP,precinct,Cedar Rapids 4,Linn,57,258
PRESIDENT,,,OTH,precinct,Cedar Rapids 4,Linn,57,14
PRESIDENT,,,SC,precinct,Cedar Rapids 4,Linn,57,0
US SENATE,,,DEM,precinct,Cedar Rapids 4,Linn,57,343
US SENATE,,,REP,precinct,Cedar Rapids 4,Linn,57,436
US SENATE,,,OTH,precinct,Cedar Rapids 4,Linn,57,24
US SENATE,,,SC,precinct,Cedar Rapids 4,Linn,57,0
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 4,Linn,57,390
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 4,Linn,57,77
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 4,Linn,57,21
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 4,Linn,57,0
IOWA HOUSE,33,,DEM,precinct,Cedar Rapids 4,Linn,57,634
IOWA HOUSE,33,,REP,precinct,Cedar Rapids 4,Linn,57,0
IOWA HOUSE,33,,SC,precinct,Cedar Rapids 4,Linn,57,10
PRESIDENT,,,DEM,precinct,Cedar Rapids 5,Linn,57,198
PRESIDENT,,,REP,precinct,Cedar Rapids 5,Linn,57,66
PRESIDENT,,,OTH,precinct,Cedar Rapids 5,Linn,57,7
PRESIDENT,,,SC,precinct,Cedar Rapids 5,Linn,57,1
US SENATE,,,DEM,precinct,Cedar Rapids 5,Linn,57,135
US SENATE,,,REP,precinct,Cedar Rapids 5,Linn,57,114
US SENATE,,,OTH,precinct,Cedar Rapids 5,Linn,57,18
US SENATE,,,SC,precinct,Cedar Rapids 5,Linn,57,0
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 5,Linn,57,149
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 5,Linn,57,00
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 5,Linn,57,14
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 5,Linn,57,0
IOWA HOUSE,33,,DEM,precinct,Cedar Rapids 5,Linn,57,216
IOWA HOUSE,33,,REP,precinct,Cedar Rapids 5,Linn,57,0
IOWA HOUSE,33,,SC,precinct,Cedar Rapids 5,Linn,57,2
PRESIDENT,,,DEM,precinct,Cedar Rapids 6,Linn,57,325
PRESIDENT,,,REP,precinct,Cedar Rapids 6,Linn,57,146
PRESIDENT,,,OTH,precinct,Cedar Rapids 6,Linn,57,8
PRESIDENT,,,SC,precinct,Cedar Rapids 6,Linn,57,0
US SENATE,,,DEM,precinct,Cedar Rapids 6,Linn,57,170
US SENATE,,,REP,precinct,Cedar Rapids 6,Linn,57,280
US SENATE,,,OTH,precinct,Cedar Rapids 6,Linn,57,14
US SENATE,,,SC,precinct,Cedar Rapids 6,Linn,57,0
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 6,Linn,57,218
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 6,Linn,57,21
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 6,Linn,57,12
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 6,Linn,57,0
IOWA HOUSE,33,,DEM,precinct,Cedar Rapids 6,Linn,57,359
IOWA HOUSE,33,,REP,precinct,Cedar Rapids 6,Linn,57,0
IOWA HOUSE,33,,SC,precinct,Cedar Rapids 6,Linn,57,5
PRESIDENT,,,DEM,precinct,Cedar Rapids 7,Linn,57,457
PRESIDENT,,,REP,precinct,Cedar Rapids 7,Linn,57,229
PRESIDENT,,,OTH,precinct,Cedar Rapids 7,Linn,57,7
PRESIDENT,,,SC,precinct,Cedar Rapids 7,Linn,57,0
US SENATE,,,DEM,precinct,Cedar Rapids 7,Linn,57,286
US SENATE,,,REP,precinct,Cedar Rapids 7,Linn,57,370
US SENATE,,,OTH,precinct,Cedar Rapids 7,Linn,57,23
US SENATE,,,SC,precinct,Cedar Rapids 7,Linn,57,2
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 7,Linn,57,342
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 7,Linn,57,13
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 7,Linn,57,17
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 7,Linn,57,0
IOWA HOUSE,33,,DEM,precinct,Cedar Rapids 7,Linn,57,553
IOWA HOUSE,33,,REP,precinct,Cedar Rapids 7,Linn,57,0
IOWA HOUSE,33,,SC,precinct,Cedar Rapids 7,Linn,57,11
PRESIDENT,,,DEM,precinct,Cedar Rapids 8,Linn,57,469
PRESIDENT,,,REP,precinct,Cedar Rapids 8,Linn,57,345
PRESIDENT,,,OTH,precinct,Cedar Rapids 8,Linn,57,3
PRESIDENT,,,SC,precinct,Cedar Rapids 8,Linn,57,2
US SENATE,,,DEM,precinct,Cedar Rapids 8,Linn,57,256
US SENATE,,,REP,precinct,Cedar Rapids 8,Linn,57,531
US SENATE,,,OTH,precinct,Cedar Rapids 8,Linn,57,15
US SENATE,,,SC,precinct,Cedar Rapids 8,Linn,57,0
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 8,Linn,57,313
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 8,Linn,57,63
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 8,Linn,57,9
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 8,Linn,57,0
IOWA HOUSE,33,,DEM,precinct,Cedar Rapids 8,Linn,57,612
IOWA HOUSE,33,,REP,precinct,Cedar Rapids 8,Linn,57,0
IOWA HOUSE,33,,SC,precinct,Cedar Rapids 8,Linn,57,5
PRESIDENT,,,DEM,precinct,Cedar Rapids 9,Linn,57,594
PRESIDENT,,,REP,precinct,Cedar Rapids 9,Linn,57,444
PRESIDENT,,,OTH,precinct,Cedar Rapids 9,Linn,57,12
PRESIDENT,,,SC,precinct,Cedar Rapids 9,Linn,57,1
US SENATE,,,DEM,precinct,Cedar Rapids 9,Linn,57,331
US SENATE,,,REP,precinct,Cedar Rapids 9,Linn,57,670
US SENATE,,,OTH,precinct,Cedar Rapids 9,Linn,57,22
US SENATE,,,SC,precinct,Cedar Rapids 9,Linn,57,1
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 9,Linn,57,388
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 9,Linn,57,04
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 9,Linn,57,13
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 9,Linn,57,1
IOWA HOUSE,33,,DEM,precinct,Cedar Rapids 9,Linn,57,733
IOWA HOUSE,33,,REP,precinct,Cedar Rapids 9,Linn,57,0
IOWA HOUSE,33,,SC,precinct,Cedar Rapids 9,Linn,57,8
PRESIDENT,,,DEM,precinct,Cedar Rapids 10,Linn,57,604
PRESIDENT,,,REP,precinct,Cedar Rapids 10,Linn,57,410
PRESIDENT,,,OTH,precinct,Cedar Rapids 10,Linn,57,5
PRESIDENT,,,SC,precinct,Cedar Rapids 10,Linn,57,0
US SENATE,,,DEM,precinct,Cedar Rapids 10,Linn,57,359
US SENATE,,,REP,precinct,Cedar Rapids 10,Linn,57,624
US SENATE,,,OTH,precinct,Cedar Rapids 10,Linn,57,21
US SENATE,,,SC,precinct,Cedar Rapids 10,Linn,57,2
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 10,Linn,57,414
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 10,Linn,57,55
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 10,Linn,57,23
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 10,Linn,57,1
IOWA HOUSE,33,,DEM,precinct,Cedar Rapids 10,Linn,57,772
IOWA HOUSE,33,,REP,precinct,Cedar Rapids 10,Linn,57,0
IOWA HOUSE,33,,SC,precinct,Cedar Rapids 10,Linn,57,10
PRESIDENT,,,DEM,precinct,Cedar Rapids 11,Linn,57,622
PRESIDENT,,,REP,precinct,Cedar Rapids 11,Linn,57,435
PRESIDENT,,,OTH,precinct,Cedar Rapids 11,Linn,57,13
PRESIDENT,,,SC,precinct,Cedar Rapids 11,Linn,57,2
US SENATE,,,DEM,precinct,Cedar Rapids 11,Linn,57,329
US SENATE,,,REP,precinct,Cedar Rapids 11,Linn,57,695
US SENATE,,,OTH,precinct,Cedar Rapids 11,Linn,57,24
US SENATE,,,SC,precinct,Cedar Rapids 11,Linn,57,1
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 11,Linn,57,379
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 11,Linn,57,20
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 11,Linn,57,23
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 11,Linn,57,0
IOWA HOUSE,33,,DEM,precinct,Cedar Rapids 11,Linn,57,760
IOWA HOUSE,33,,REP,precinct,Cedar Rapids 11,Linn,57,0
IOWA HOUSE,33,,SC,precinct,Cedar Rapids 11,Linn,57,15
PRESIDENT,,,DEM,precinct,Cedar Rapids 12,Linn,57,679
PRESIDENT,,,REP,precinct,Cedar Rapids 12,Linn,57,752
PRESIDENT,,,OTH,precinct,Cedar Rapids 12,Linn,57,7
PRESIDENT,,,SC,precinct,Cedar Rapids 12,Linn,57,0
US SENATE,,,DEM,precinct,Cedar Rapids 12,Linn,57,314
US SENATE,,,REP,precinct,Cedar Rapids 12,Linn,57,1081
US SENATE,,,OTH,precinct,Cedar Rapids 12,Linn,57,16
US SENATE,,,SC,precinct,Cedar Rapids 12,Linn,57,0
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 12,Linn,57,391
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 12,Linn,57,80
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 12,Linn,57,17
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 12,Linn,57,0
IOWA HOUSE,34,,DEM,precinct,Cedar Rapids 12,Linn,57,994
IOWA HOUSE,34,,REP,precinct,Cedar Rapids 12,Linn,57,0
IOWA HOUSE,34,,SC,precinct,Cedar Rapids 12,Linn,57,16
PRESIDENT,,,DEM,precinct,Cedar Rapids 13,Linn,57,585
PRESIDENT,,,REP,precinct,Cedar Rapids 13,Linn,57,436
PRESIDENT,,,OTH,precinct,Cedar Rapids 13,Linn,57,6
PRESIDENT,,,SC,precinct,Cedar Rapids 13,Linn,57,0
US SENATE,,,DEM,precinct,Cedar Rapids 13,Linn,57,312
US SENATE,,,REP,precinct,Cedar Rapids 13,Linn,57,678
US SENATE,,,OTH,precinct,Cedar Rapids 13,Linn,57,23
US SENATE,,,SC,precinct,Cedar Rapids 13,Linn,57,0
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 13,Linn,57,385
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 13,Linn,57,05
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 13,Linn,57,12
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 13,Linn,57,0
IOWA HOUSE,34,,DEM,precinct,Cedar Rapids 13,Linn,57,770
IOWA HOUSE,34,,REP,precinct,Cedar Rapids 13,Linn,57,0
IOWA HOUSE,34,,SC,precinct,Cedar Rapids 13,Linn,57,8
PRESIDENT,,,DEM,precinct,Cedar Rapids 14,Linn,57,587
PRESIDENT,,,REP,precinct,Cedar Rapids 14,Linn,57,447
PRESIDENT,,,OTH,precinct,Cedar Rapids 14,Linn,57,6
PRESIDENT,,,SC,precinct,Cedar Rapids 14,Linn,57,1
US SENATE,,,DEM,precinct,Cedar Rapids 14,Linn,57,346
US SENATE,,,REP,precinct,Cedar Rapids 14,Linn,57,667
US SENATE,,,OTH,precinct,Cedar Rapids 14,Linn,57,11
US SENATE,,,SC,precinct,Cedar Rapids 14,Linn,57,1
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 14,Linn,57,395
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 14,Linn,57,05
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 14,Linn,57,15
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 14,Linn,57,1
IOWA HOUSE,34,,DEM,precinct,Cedar Rapids 14,Linn,57,764
IOWA HOUSE,34,,REP,precinct,Cedar Rapids 14,Linn,57,0
IOWA HOUSE,34,,SC,precinct,Cedar Rapids 14,Linn,57,10
PRESIDENT,,,DEM,precinct,Cedar Rapids 15,Linn,57,637
PRESIDENT,,,REP,precinct,Cedar Rapids 15,Linn,57,412
PRESIDENT,,,OTH,precinct,Cedar Rapids 15,Linn,57,7
PRESIDENT,,,SC,precinct,Cedar Rapids 15,Linn,57,0
US SENATE,,,DEM,precinct,Cedar Rapids 15,Linn,57,367
US SENATE,,,REP,precinct,Cedar Rapids 15,Linn,57,643
US SENATE,,,OTH,precinct,Cedar Rapids 15,Linn,57,27
US SENATE,,,SC,precinct,Cedar Rapids 15,Linn,57,2
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 15,Linn,57,424
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 15,Linn,57,72
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 15,Linn,57,21
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 15,Linn,57,1
IOWA HOUSE,34,,DEM,precinct,Cedar Rapids 15,Linn,57,765
IOWA HOUSE,34,,REP,precinct,Cedar Rapids 15,Linn,57,0
IOWA HOUSE,34,,SC,precinct,Cedar Rapids 15,Linn,57,16
PRESIDENT,,,DEM,precinct,Cedar Rapids 16,Linn,57,588
PRESIDENT,,,REP,precinct,Cedar Rapids 16,Linn,57,452
PRESIDENT,,,OTH,precinct,Cedar Rapids 16,Linn,57,5
PRESIDENT,,,SC,precinct,Cedar Rapids 16,Linn,57,0
US SENATE,,,DEM,precinct,Cedar Rapids 16,Linn,57,327
US SENATE,,,REP,precinct,Cedar Rapids 16,Linn,57,683
US SENATE,,,OTH,precinct,Cedar Rapids 16,Linn,57,15
US SENATE,,,SC,precinct,Cedar Rapids 16,Linn,57,1
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 16,Linn,57,408
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 16,Linn,57,90
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 16,Linn,57,16
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 16,Linn,57,1
IOWA HOUSE,34,,DEM,precinct,Cedar Rapids 16,Linn,57,771
IOWA HOUSE,34,,REP,precinct,Cedar Rapids 16,Linn,57,0
IOWA HOUSE,34,,SC,precinct,Cedar Rapids 16,Linn,57,10
PRESIDENT,,,DEM,precinct,Cedar Rapids 17,Linn,57,583
PRESIDENT,,,REP,precinct,Cedar Rapids 17,Linn,57,599
PRESIDENT,,,OTH,precinct,Cedar Rapids 17,Linn,57,7
PRESIDENT,,,SC,precinct,Cedar Rapids 17,Linn,57,0
US SENATE,,,DEM,precinct,Cedar Rapids 17,Linn,57,311
US SENATE,,,REP,precinct,Cedar Rapids 17,Linn,57,834
US SENATE,,,OTH,precinct,Cedar Rapids 17,Linn,57,16
US SENATE,,,SC,precinct,Cedar Rapids 17,Linn,57,0
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 17,Linn,57,385
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 17,Linn,57,36
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 17,Linn,57,17
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 17,Linn,57,0
IOWA HOUSE,34,,DEM,precinct,Cedar Rapids 17,Linn,57,830
IOWA HOUSE,34,,REP,precinct,Cedar Rapids 17,Linn,57,0
IOWA HOUSE,34,,SC,precinct,Cedar Rapids 17,Linn,57,11
PRESIDENT,,,DEM,precinct,Cedar Rapids 18,Linn,57,641
PRESIDENT,,,REP,precinct,Cedar Rapids 18,Linn,57,596
PRESIDENT,,,OTH,precinct,Cedar Rapids 18,Linn,57,6
PRESIDENT,,,SC,precinct,Cedar Rapids 18,Linn,57,0
US SENATE,,,DEM,precinct,Cedar Rapids 18,Linn,57,336
US SENATE,,,REP,precinct,Cedar Rapids 18,Linn,57,853
US SENATE,,,OTH,precinct,Cedar Rapids 18,Linn,57,25
US SENATE,,,SC,precinct,Cedar Rapids 18,Linn,57,2
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 18,Linn,57,411
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 18,Linn,57,61
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 18,Linn,57,24
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 18,Linn,57,0
IOWA HOUSE,34,,DEM,precinct,Cedar Rapids 18,Linn,57,828
IOWA HOUSE,34,,REP,precinct,Cedar Rapids 18,Linn,57,0
IOWA HOUSE,34,,SC,precinct,Cedar Rapids 18,Linn,57,14
PRESIDENT,,,DEM,precinct,Cedar Rapids 19,Linn,57,508
PRESIDENT,,,REP,precinct,Cedar Rapids 19,Linn,57,269
PRESIDENT,,,OTH,precinct,Cedar Rapids 19,Linn,57,10
PRESIDENT,,,SC,precinct,Cedar Rapids 19,Linn,57,0
US SENATE,,,DEM,precinct,Cedar Rapids 19,Linn,57,304
US SENATE,,,REP,precinct,Cedar Rapids 19,Linn,57,448
US SENATE,,,OTH,precinct,Cedar Rapids 19,Linn,57,26
US SENATE,,,SC,precinct,Cedar Rapids 19,Linn,57,0
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 19,Linn,57,376
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 19,Linn,57,80
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 19,Linn,57,11
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 19,Linn,57,0
IOWA HOUSE,34,,DEM,precinct,Cedar Rapids 19,Linn,57,596
IOWA HOUSE,34,,REP,precinct,Cedar Rapids 19,Linn,57,0
IOWA HOUSE,34,,SC,precinct,Cedar Rapids 19,Linn,57,6
PRESIDENT,,,DEM,precinct,Cedar Rapids 20,Linn,57,449
PRESIDENT,,,REP,precinct,Cedar Rapids 20,Linn,57,322
PRESIDENT,,,OTH,precinct,Cedar Rapids 20,Linn,57,2
PRESIDENT,,,SC,precinct,Cedar Rapids 20,Linn,57,0
US SENATE,,,DEM,precinct,Cedar Rapids 20,Linn,57,266
US SENATE,,,REP,precinct,Cedar Rapids 20,Linn,57,483
US SENATE,,,OTH,precinct,Cedar Rapids 20,Linn,57,17
US SENATE,,,SC,precinct,Cedar Rapids 20,Linn,57,0
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 20,Linn,57,310
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 20,Linn,57,32
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 20,Linn,57,17
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 20,Linn,57,0
IOWA HOUSE,34,,DEM,precinct,Cedar Rapids 20,Linn,57,564
IOWA HOUSE,34,,REP,precinct,Cedar Rapids 20,Linn,57,0
IOWA HOUSE,34,,SC,precinct,Cedar Rapids 20,Linn,57,3
PRESIDENT,,,DEM,precinct,Cedar Rapids 21,Linn,57,581
PRESIDENT,,,REP,precinct,Cedar Rapids 21,Linn,57,308
PRESIDENT,,,OTH,precinct,Cedar Rapids 21,Linn,57,14
PRESIDENT,,,SC,precinct,Cedar Rapids 21,Linn,57,1
US SENATE,,,DEM,precinct,Cedar Rapids 21,Linn,57,326
US SENATE,,,REP,precinct,Cedar Rapids 21,Linn,57,533
US SENATE,,,OTH,precinct,Cedar Rapids 21,Linn,57,22
US SENATE,,,SC,precinct,Cedar Rapids 21,Linn,57,0
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 21,Linn,57,399
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 21,Linn,57,45
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 21,Linn,57,19
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 21,Linn,57,0
IOWA HOUSE,34,,DEM,precinct,Cedar Rapids 21,Linn,57,676
IOWA HOUSE,34,,REP,precinct,Cedar Rapids 21,Linn,57,0
IOWA HOUSE,34,,SC,precinct,Cedar Rapids 21,Linn,57,8
PRESIDENT,,,DEM,precinct,Cedar Rapids 22,Linn,57,494
PRESIDENT,,,REP,precinct,Cedar Rapids 22,Linn,57,284
PRESIDENT,,,OTH,precinct,Cedar Rapids 22,Linn,57,8
PRESIDENT,,,SC,precinct,Cedar Rapids 22,Linn,57,1
US SENATE,,,DEM,precinct,Cedar Rapids 22,Linn,57,285
US SENATE,,,REP,precinct,Cedar Rapids 22,Linn,57,459
US SENATE,,,OTH,precinct,Cedar Rapids 22,Linn,57,24
US SENATE,,,SC,precinct,Cedar Rapids 22,Linn,57,0
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 22,Linn,57,339
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 22,Linn,57,05
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 22,Linn,57,16
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 22,Linn,57,0
IOWA HOUSE,34,,DEM,precinct,Cedar Rapids 22,Linn,57,601
IOWA HOUSE,34,,REP,precinct,Cedar Rapids 22,Linn,57,0
IOWA HOUSE,34,,SC,precinct,Cedar Rapids 22,Linn,57,16
PRESIDENT,,,DEM,precinct,Cedar Rapids 23,Linn,57,529
PRESIDENT,,,REP,precinct,Cedar Rapids 23,Linn,57,863
PRESIDENT,,,OTH,precinct,Cedar Rapids 23,Linn,57,7
PRESIDENT,,,SC,precinct,Cedar Rapids 23,Linn,57,0
US SENATE,,,DEM,precinct,Cedar Rapids 23,Linn,57,242
US SENATE,,,REP,precinct,Cedar Rapids 23,Linn,57,1125
US SENATE,,,OTH,precinct,Cedar Rapids 23,Linn,57,14
US SENATE,,,SC,precinct,Cedar Rapids 23,Linn,57,0
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 23,Linn,57,268
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 23,Linn,57,075
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 23,Linn,57,16
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 23,Linn,57,0
IOWA HOUSE,37,,DEM,precinct,Cedar Rapids 23,Linn,57,425
IOWA HOUSE,37,,REP,precinct,Cedar Rapids 23,Linn,57,903
IOWA HOUSE,37,,SC,precinct,Cedar Rapids 23,Linn,57,2
PRESIDENT,,,DEM,precinct,Cedar Rapids 24,Linn,57,510
PRESIDENT,,,REP,precinct,Cedar Rapids 24,Linn,57,667
PRESIDENT,,,OTH,precinct,Cedar Rapids 24,Linn,57,9
PRESIDENT,,,SC,precinct,Cedar Rapids 24,Linn,57,0
US SENATE,,,DEM,precinct,Cedar Rapids 24,Linn,57,259
US SENATE,,,REP,precinct,Cedar Rapids 24,Linn,57,886
US SENATE,,,OTH,precinct,Cedar Rapids 24,Linn,57,15
US SENATE,,,SC,precinct,Cedar Rapids 24,Linn,57,0
US REPRESENTATIVE,,,DEM,precinct,Cedar Rapids 24,Linn,57,281
US REPRESENTATIVE,,,REP,precinct,Cedar Rapids 24,Linn,57,46
US REPRESENTATIVE,,,OTH,precinct,Cedar Rapids 24,Linn,57,19
US REPRESENTATIVE,,,SC,precinct,Cedar Rapids 24,Linn,57,0
IOWA HOUSE,37,,DEM,precinct,Cedar Rapids 24,Linn,57,452
IOWA HOUSE,37,,REP,precinct,Cedar Rapids 24,Linn,57,684
IOWA HOUSE,37,,SC,precinct,Cedar Rapids 24,Linn,57,0
PRESIDENT,,,DEM,precinct,Cedar Rapids 25,Linn,57,613
PRESIDENT,,,REP,precinct,Cedar Rapids 25,Linn,57,533
PRESIDENT,,,OTH,precinct,Cedar Rapids 25,Linn,57,12
PRESIDENT,,,SC,precinct,Cedar Rapids 25,Linn,57,1
