county,precinct,office,district,candidate,party,votes,absentee,election_day
Cerro Gordo,Falls Twp - Plymouth Pct,U.S. Senate,,Joni Ernst,REP,176,47,129
Cerro Gordo,Falls Twp - Rock Falls Pct,U.S. Senate,,Joni Ernst,REP,122,45,77
Cerro Gordo,Geneseo Twp Pct,U.S. Senate,,Joni Ernst,REP,394,99,295
Cerro Gordo,Grimes Twp - Meservey Pct,U.S. Senate,,Joni Ernst,REP,92,25,67
Cerro Gordo,Grimes Twp - Thornton Pct,U.S. Senate,,Joni Ernst,REP,152,33,119
Cerro Gordo,Lake / Lincoln Twps Pct,U.S. Senate,,Joni Ernst,REP,216,92,124
Cerro Gordo,Lime Creek / Mason North Twps Pct,U.S. Senate,,Joni Ernst,REP,179,105,74
Cerro Gordo,Mason City W-1 P-1,U.S. Senate,,Joni Ernst,REP,289,164,125
Cerro Gordo,Mason City W-1 P-2,U.S. Senate,,Joni Ernst,REP,484,217,267
Cerro Gordo,Mason City W-1 P-3,U.S. Senate,,Joni Ernst,REP,647,332,315
Cerro Gordo,Mason City W-2 P-1,U.S. Senate,,Joni Ernst,REP,279,156,123
Cerro Gordo,Mason City W-2 P-2,U.S. Senate,,Joni Ernst,REP,685,406,279
Cerro Gordo,Mason City W-2 P-3,U.S. Senate,,Joni Ernst,REP,363,151,212
Cerro Gordo,Mason City W-3 P-1,U.S. Senate,,Joni Ernst,REP,450,230,220
Cerro Gordo,Mason City W-3 P-2,U.S. Senate,,Joni Ernst,REP,395,191,204
Cerro Gordo,Mason City W-3 P-3,U.S. Senate,,Joni Ernst,REP,810,421,389
Cerro Gordo,Mason City W-4 P-1,U.S. Senate,,Joni Ernst,REP,296,159,137
Cerro Gordo,Mason City W-4 P-2,U.S. Senate,,Joni Ernst,REP,455,192,263
Cerro Gordo,Mason City W-4 P-3,U.S. Senate,,Joni Ernst,REP,607,339,268
Cerro Gordo,Mason South / Bath Twps Pct,U.S. Senate,,Joni Ernst,REP,235,133,102
Cerro Gordo,Mt Vernon / Pleasant Valley Twps Pct,U.S. Senate,,Joni Ernst,REP,226,72,154
Cerro Gordo,Portland / Owen / Dougherty Twps Pct,U.S. Senate,,Joni Ernst,REP,303,111,192
Cerro Gordo,Clear Lake Ward 1,U.S. Senate,,Theresa Greenfield,DEM,624,472,152
Cerro Gordo,Clear Lake Ward 2,U.S. Senate,,Theresa Greenfield,DEM,720,532,188
Cerro Gordo,Clear Lake Ward 3,U.S. Senate,,Theresa Greenfield,DEM,631,429,202
Cerro Gordo,Clear Lake / Grant / Union Twps Pct,U.S. Senate,,Theresa Greenfield,DEM,482,324,158
Cerro Gordo,Falls Twp - Plymouth Pct,U.S. Senate,,Theresa Greenfield,DEM,153,81,72
Cerro Gordo,Falls Twp - Rock Falls Pct,U.S. Senate,,Theresa Greenfield,DEM,105,70,35
Cerro Gordo,Geneseo Twp Pct,U.S. Senate,,Theresa Greenfield,DEM,271,140,131
Cerro Gordo,Grimes Twp - Meservey Pct,U.S. Senate,,Theresa Greenfield,DEM,54,18,36
Cerro Gordo,Grimes Twp - Thornton Pct,U.S. Senate,,Theresa Greenfield,DEM,85,32,53
Cerro Gordo,Lake / Lincoln Twps Pct,U.S. Senate,,Theresa Greenfield,DEM,93,65,28
Cerro Gordo,Lime Creek / Mason North Twps Pct,U.S. Senate,,Theresa Greenfield,DEM,138,108,30
Cerro Gordo,Mason City W-1 P-1,U.S. Senate,,Theresa Greenfield,DEM,485,370,115
Cerro Gordo,Mason City W-1 P-2,U.S. Senate,,Theresa Greenfield,DEM,666,470,196
Cerro Gordo,Mason City W-1 P-3,U.S. Senate,,Theresa Greenfield,DEM,683,514,169
Cerro Gordo,Mason City W-2 P-1,U.S. Senate,,Theresa Greenfield,DEM,456,318,138
Cerro Gordo,Mason City W-2 P-2,U.S. Senate,,Theresa Greenfield,DEM,922,722,200
Cerro Gordo,Mason City W-2 P-3,U.S. Senate,,Theresa Greenfield,DEM,536,347,189
Cerro Gordo,Mason City W-3 P-1,U.S. Senate,,Theresa Greenfield,DEM,666,519,147
Cerro Gordo,Mason City W-3 P-2,U.S. Senate,,Theresa Greenfield,DEM,539,388,151
Cerro Gordo,Mason City W-3 P-3,U.S. Senate,,Theresa Greenfield,DEM,900,703,197
Cerro Gordo,Mason City W-4 P-1,U.S. Senate,,Theresa Greenfield,DEM,528,384,144
Cerro Gordo,Mason City W-4 P-2,U.S. Senate,,Theresa Greenfield,DEM,571,373,198
Cerro Gordo,Mason City W-4 P-3,U.S. Senate,,Theresa Greenfield,DEM,759,601,158
Cerro Gordo,Mason South / Bath Twps Pct,U.S. Senate,,Theresa Greenfield,DEM,146,114,32
Cerro Gordo,Mt Vernon / Pleasant Valley Twps Pct,U.S. Senate,,Theresa Greenfield,DEM,138,81,57
Cerro Gordo,Portland / Owen / Dougherty Twps Pct,U.S. Senate,,Theresa Greenfield,DEM,183,120,63
Cerro Gordo,Clear Lake Ward 1,U.S. Senate,,Rick Stewart,LIB,16,5,11
Cerro Gordo,Clear Lake Ward 2,U.S. Senate,,Rick Stewart,LIB,28,11,17
Cerro Gordo,Clear Lake Ward 3,U.S. Senate,,Rick Stewart,LIB,26,10,16
Cerro Gordo,Clear Lake / Grant / Union Twps Pct,U.S. Senate,,Rick Stewart,LIB,16,4,12
Cerro Gordo,Falls Twp - Plymouth Pct,U.S. Senate,,Rick Stewart,LIB,7,4,3
Cerro Gordo,Falls Twp - Rock Falls Pct,U.S. Senate,,Rick Stewart,LIB,4,0,4
Cerro Gordo,Geneseo Twp Pct,U.S. Senate,,Rick Stewart,LIB,13,3,10
Cerro Gordo,Grimes Twp - Meservey Pct,U.S. Senate,,Rick Stewart,LIB,4,2,2
Cerro Gordo,Grimes Twp - Thornton Pct,U.S. Senate,,Rick Stewart,LIB,9,3,6
Cerro Gordo,Lake / Lincoln Twps Pct,U.S. Senate,,Rick Stewart,LIB,2,1,1
Cerro Gordo,Lime Creek / Mason North Twps Pct,U.S. Senate,,Rick Stewart,LIB,6,4,2
Cerro Gordo,Mason City W-1 P-1,U.S. Senate,,Rick Stewart,LIB,19,12,7
Cerro Gordo,Mason City W-1 P-2,U.S. Senate,,Rick Stewart,LIB,27,17,10
Cerro Gordo,Mason City W-1 P-3,U.S. Senate,,Rick Stewart,LIB,14,7,7
Cerro Gordo,Mason City W-2 P-1,U.S. Senate,,Rick Stewart,LIB,23,7,16
Cerro Gordo,Mason City W-2 P-2,U.S. Senate,,Rick Stewart,LIB,15,12,3
Cerro Gordo,Mason City W-2 P-3,U.S. Senate,,Rick Stewart,LIB,25,12,13
Cerro Gordo,Mason City W-3 P-1,U.S. Senate,,Rick Stewart,LIB,17,12,5
Cerro Gordo,Mason City W-3 P-2,U.S. Senate,,Rick Stewart,LIB,26,12,14
Cerro Gordo,Mason City W-3 P-3,U.S. Senate,,Rick Stewart,LIB,32,13,19
Cerro Gordo,Mason City W-4 P-1,U.S. Senate,,Rick Stewart,LIB,27,19,8
Cerro Gordo,Mason City W-4 P-2,U.S. Senate,,Rick Stewart,LIB,23,10,13
Cerro Gordo,Mason City W-4 P-3,U.S. Senate,,Rick Stewart,LIB,24,14,10
Cerro Gordo,Mason South / Bath Twps Pct,U.S. Senate,,Rick Stewart,LIB,8,7,1
Cerro Gordo,Mt Vernon / Pleasant Valley Twps Pct,U.S. Senate,,Rick Stewart,LIB,9,1,8
Cerro Gordo,Portland / Owen / Dougherty Twps Pct,U.S. Senate,,Rick Stewart,LIB,10,2,8
Cerro Gordo,Clear Lake Ward 1,U.S. Senate,,Suzanne Herzog,,7,5,2
Cerro Gordo,Clear Lake Ward 2,U.S. Senate,,Suzanne Herzog,,7,4,3
Cerro Gordo,Clear Lake Ward 3,U.S. Senate,,Suzanne Herzog,,7,1,6
Cerro Gordo,Clear Lake / Grant / Union Twps Pct,U.S. Senate,,Suzanne Herzog,,13,5,8
Cerro Gordo,Falls Twp - Plymouth Pct,U.S. Senate,,Suzanne Herzog,,8,4,4
Cerro Gordo,Falls Twp - Rock Falls Pct,U.S. Senate,,Suzanne Herzog,,3,1,2
Cerro Gordo,Geneseo Twp Pct,U.S. Senate,,Suzanne Herzog,,8,4,4
Cerro Gordo,Grimes Twp - Meservey Pct,U.S. Senate,,Suzanne Herzog,,2,2,0
Cerro Gordo,Grimes Twp - Thornton Pct,U.S. Senate,,Suzanne Herzog,,3,0,3
Cerro Gordo,Lake / Lincoln Twps Pct,U.S. Senate,,Suzanne Herzog,,0,0,0
Cerro Gordo,Lime Creek / Mason North Twps Pct,U.S. Senate,,Suzanne Herzog,,2,0,2
Cerro Gordo,Mason City W-1 P-1,U.S. Senate,,Suzanne Herzog,,10,5,5
Cerro Gordo,Mason City W-1 P-2,U.S. Senate,,Suzanne Herzog,,11,7,4
Cerro Gordo,Mason City W-1 P-3,U.S. Senate,,Suzanne Herzog,,7,5,2
Cerro Gordo,Mason City W-2 P-1,U.S. Senate,,Suzanne Herzog,,10,5,5
Cerro Gordo,Mason City W-2 P-2,U.S. Senate,,Suzanne Herzog,,15,10,5
Cerro Gordo,Mason City W-2 P-3,U.S. Senate,,Suzanne Herzog,,15,5,10
Cerro Gordo,Mason City W-3 P-1,U.S. Senate,,Suzanne Herzog,,10,8,2
Cerro Gordo,Mason City W-3 P-2,U.S. Senate,,Suzanne Herzog,,11,7,4
Cerro Gordo,Mason City W-3 P-3,U.S. Senate,,Suzanne Herzog,,17,9,8
Cerro Gordo,Mason City W-4 P-1,U.S. Senate,,Suzanne Herzog,,15,8,7
Cerro Gordo,Mason City W-4 P-2,U.S. Senate,,Suzanne Herzog,,11,5,6
Cerro Gordo,Mason City W-4 P-3,U.S. Senate,,Suzanne Herzog,,7,3,4
Cerro Gordo,Mason South / Bath Twps Pct,U.S. Senate,,Suzanne Herzog,,2,0,2
Cerro Gordo,Mt Vernon / Pleasant Valley Twps Pct,U.S. Senate,,Suzanne Herzog,,4,1,3
Cerro Gordo,Portland / Owen / Dougherty Twps Pct,U.S. Senate,,Suzanne Herzog,,6,1,5
Cerro Gordo,Clear Lake Ward 1,U.S. Senate,,Write-in,,1,0,1
Cerro Gordo,Clear Lake Ward 2,U.S. Senate,,Write-in,,2,0,2
Cerro Gordo,Clear Lake Ward 3,U.S. Senate,,Write-in,,0,0,0
Cerro Gordo,Clear Lake / Grant / Union Twps Pct,U.S. Senate,,Write-in,,2,1,1
Cerro Gordo,Falls Twp - Plymouth Pct,U.S. Senate,,Write-in,,1,0,1
Cerro Gordo,Falls Twp - Rock Falls Pct,U.S. Senate,,Write-in,,0,0,0
Cerro Gordo,Geneseo Twp Pct,U.S. Senate,,Write-in,,0,0,0
Cerro Gordo,Grimes Twp - Meservey Pct,U.S. Senate,,Write-in,,0,0,0
Cerro Gordo,Grimes Twp - Thornton Pct,U.S. Senate,,Write-in,,1,0,1
Cerro Gordo,Lake / Lincoln Twps Pct,U.S. Senate,,Write-in,,0,0,0
Cerro Gordo,Lime Creek / Mason North Twps Pct,U.S. Senate,,Write-in,,0,0,0
Cerro Gordo,Mason City W-1 P-1,U.S. Senate,,Write-in,,0,0,0
Cerro Gordo,Mason City W-1 P-2,U.S. Senate,,Write-in,,0,0,0
Cerro Gordo,Mason City W-1 P-3,U.S. Senate,,Write-in,,0,0,0
Cerro Gordo,Mason City W-2 P-1,U.S. Senate,,Write-in,,2,2,0
Cerro Gordo,Mason City W-2 P-2,U.S. Senate,,Write-in,,0,0,0
Cerro Gordo,Mason City W-2 P-3,U.S. Senate,,Write-in,,0,0,0
Cerro Gordo,Mason City W-3 P-1,U.S. Senate,,Write-in,,1,0,1
Cerro Gordo,Mason City W-3 P-2,U.S. Senate,,Write-in,,0,0,0
Cerro Gordo,Mason City W-3 P-3,U.S. Senate,,Write-in,,1,0,1
Cerro Gordo,Mason City W-4 P-1,U.S. Senate,,Write-in,,2,1,1
Cerro Gordo,Mason City W-4 P-2,U.S. Senate,,Write-in,,1,1,0
Cerro Gordo,Mason City W-4 P-3,U.S. Senate,,Write-in,,2,0,2
Cerro Gordo,Mason South / Bath Twps Pct,U.S. Senate,,Write-in,,0,0,0
Cerro Gordo,Mt Vernon / Pleasant Valley Twps Pct,U.S. Senate,,Write-in,,0,0,0
Cerro Gordo,Portland / Owen / Dougherty Twps Pct,U.S. Senate,,Write-in,,0,0,0
Cerro Gordo,Clear Lake Ward 1,U.S. House,4,Randy Feenstra,REP,924,458,466
Cerro Gordo,Clear Lake Ward 2,U.S. House,4,Randy Feenstra,REP,951,441,510
Cerro Gordo,Clear Lake Ward 3,U.S. House,4,Randy Feenstra,REP,810,338,472
Cerro Gordo,Clear Lake / Grant / Union Twps Pct,U.S. House,4,Randy Feenstra,REP,889,361,528
Cerro Gordo,Falls Twp - Plymouth Pct,U.S. House,4,Randy Feenstra,REP,190,54,136
Cerro Gordo,Falls Twp - Rock Falls Pct,U.S. House,4,Randy Feenstra,REP,130,49,81
Cerro Gordo,Geneseo Twp Pct,U.S. House,4,Randy Feenstra,REP,391,102,289
Cerro Gordo,Grimes Twp - Meservey Pct,U.S. House,4,Randy Feenstra,REP,95,28,67
Cerro Gordo,Grimes Twp - Thornton Pct,U.S. House,4,Randy Feenstra,REP,152,40,112
Cerro Gordo,Lake / Lincoln Twps Pct,U.S. House,4,Randy Feenstra,REP,213,92,121
Cerro Gordo,Lime Creek / Mason North Twps Pct,U.S. House,4,Randy Feenstra,REP,185,113,72
Cerro Gordo,Mason City W-1 P-1,U.S. House,4,Randy Feenstra,REP,311,183,128
Cerro Gordo,Mason City W-1 P-2,U.S. House,4,Randy Feenstra,REP,509,233,276
Cerro Gordo,Mason City W-1 P-3,U.S. House,4,Randy Feenstra,REP,636,325,311
Cerro Gordo,Mason City W-2 P-1,U.S. House,4,Randy Feenstra,REP,289,165,124
Cerro Gordo,Mason City W-2 P-2,U.S. House,4,Randy Feenstra,REP,706,437,269
Cerro Gordo,Mason City W-2 P-3,U.S. House,4,Randy Feenstra,REP,387,173,214
Cerro Gordo,Mason City W-3 P-1,U.S. House,4,Randy Feenstra,REP,449,245,204
Cerro Gordo,Mason City W-3 P-2,U.S. House,4,Randy Feenstra,REP,427,222,205
Cerro Gordo,Mason City W-3 P-3,U.S. House,4,Randy Feenstra,REP,839,458,381
Cerro Gordo,Mason City W-4 P-1,U.S. House,4,Randy Feenstra,REP,333,187,146
Cerro Gordo,Mason City W-4 P-2,U.S. House,4,Randy Feenstra,REP,493,219,274
Cerro Gordo,Mason City W-4 P-3,U.S. House,4,Randy Feenstra,REP,657,390,267
Cerro Gordo,Mason South / Bath Twps Pct,U.S. House,4,Randy Feenstra,REP,233,130,103
Cerro Gordo,Mt Vernon / Pleasant Valley Twps Pct,U.S. House,4,Randy Feenstra,REP,239,79,160
Cerro Gordo,Portland / Owen / Dougherty Twps Pct,U.S. House,4,Randy Feenstra,REP,298,104,194
Cerro Gordo,Clear Lake Ward 1,U.S. House,4,J.D. Scholten,DEM,578,428,150
Cerro Gordo,Clear Lake Ward 2,U.S. House,4,J.D. Scholten,DEM,647,473,174
Cerro Gordo,Clear Lake Ward 3,U.S. House,4,J.D. Scholten,DEM,588,402,186
Cerro Gordo,Clear Lake / Grant / Union Twps Pct,U.S. House,4,J.D. Scholten,DEM,457,310,147
Cerro Gordo,Falls Twp - Plymouth Pct,U.S. House,4,J.D. Scholten,DEM,140,78,62
Cerro Gordo,Falls Twp - Rock Falls Pct,U.S. House,4,J.D. Scholten,DEM,93,61,32
Cerro Gordo,Geneseo Twp Pct,U.S. House,4,J.D. Scholten,DEM,269,138,131
Cerro Gordo,Grimes Twp - Meservey Pct,U.S. House,4,J.D. Scholten,DEM,50,16,34
Cerro Gordo,Grimes Twp - Thornton Pct,U.S. House,4,J.D. Scholten,DEM,89,26,63
Cerro Gordo,Lake / Lincoln Twps Pct,U.S. House,4,J.D. Scholten,DEM,89,58,31
Cerro Gordo,Lime Creek / Mason North Twps Pct,U.S. House,4,J.D. Scholten,DEM,129,97,32
Cerro Gordo,Mason City W-1 P-1,U.S. House,4,J.D. Scholten,DEM,448,340,108
Cerro Gordo,Mason City W-1 P-2,U.S. House,4,J.D. Scholten,DEM,639,452,187
Cerro Gordo,Mason City W-1 P-3,U.S. House,4,J.D. Scholten,DEM,664,505,159
Cerro Gordo,Mason City W-2 P-1,U.S. House,4,J.D. Scholten,DEM,437,297,140
Cerro Gordo,Mason City W-2 P-2,U.S. House,4,J.D. Scholten,DEM,879,681,198
Cerro Gordo,Mason City W-2 P-3,U.S. House,4,J.D. Scholten,DEM,508,325,183
Cerro Gordo,Mason City W-3 P-1,U.S. House,4,J.D. Scholten,DEM,643,505,138
Cerro Gordo,Mason City W-3 P-2,U.S. House,4,J.D. Scholten,DEM,501,352,149
Cerro Gordo,Mason City W-3 P-3,U.S. House,4,J.D. Scholten,DEM,858,657,201
Cerro Gordo,Mason City W-4 P-1,U.S. House,4,J.D. Scholten,DEM,489,364,125
Cerro Gordo,Mason City W-4 P-2,U.S. House,4,J.D. Scholten,DEM,529,343,186
Cerro Gordo,Mason City W-4 P-3,U.S. House,4,J.D. Scholten,DEM,696,538,158
Cerro Gordo,Mason South / Bath Twps Pct,U.S. House,4,J.D. Scholten,DEM,145,117,28
Cerro Gordo,Mt Vernon / Pleasant Valley Twps Pct,U.S. House,4,J.D. Scholten,DEM,126,72,54
Cerro Gordo,Portland / Owen / Dougherty Twps Pct,U.S. House,4,J.D. Scholten,DEM,185,124,61
Cerro Gordo,Clear Lake Ward 1,U.S. House,4,Write-in,,3,1,2
Cerro Gordo,Clear Lake Ward 2,U.S. House,4,Write-in,,2,2,0
Cerro Gordo,Clear Lake Ward 3,U.S. House,4,Write-in,,1,0,1
Cerro Gordo,Clear Lake / Grant / Union Twps Pct,U.S. House,4,Write-in,,5,3,2
Cerro Gordo,Falls Twp - Plymouth Pct,U.S. House,4,Write-in,,1,0,1
Cerro Gordo,Falls Twp - Rock Falls Pct,U.S. House,4,Write-in,,0,0,0
Cerro Gordo,Geneseo Twp Pct,U.S. House,4,Write-in,,1,0,1
Cerro Gordo,Grimes Twp - Meservey Pct,U.S. House,4,Write-in,,1,0,1
Cerro Gordo,Grimes Twp - Thornton Pct,U.S. House,4,Write-in,,0,0,0
Cerro Gordo,Lake / Lincoln Twps Pct,U.S. House,4,Write-in,,0,0,0
Cerro Gordo,Lime Creek / Mason North Twps Pct,U.S. House,4,Write-in,,0,0,0
Cerro Gordo,Mason City W-1 P-1,U.S. House,4,Write-in,,1,1,0
Cerro Gordo,Mason City W-1 P-2,U.S. House,4,Write-in,,1,0,1
Cerro Gordo,Mason City W-1 P-3,U.S. House,4,Write-in,,0,0,0
Cerro Gordo,Mason City W-2 P-1,U.S. House,4,Write-in,,1,0,1
Cerro Gordo,Mason City W-2 P-2,U.S. House,4,Write-in,,1,1,0
Cerro Gordo,Mason City W-2 P-3,U.S. House,4,Write-in,,4,0,4
Cerro Gordo,Mason City W-3 P-1,U.S. House,4,Write-in,,0,0,0
Cerro Gordo,Mason City W-3 P-2,U.S. House,4,Write-in,,0,0,0
Cerro Gordo,Mason City W-3 P-3,U.S. House,4,Write-in,,2,1,1
Cerro Gordo,Mason City W-4 P-1,U.S. House,4,Write-in,,3,1,2
Cerro Gordo,Mason City W-4 P-2,U.S. House,4,Write-in,,2,0,2
Cerro Gordo,Mason City W-4 P-3,U.S. House,4,Write-in,,2,1,1
Cerro Gordo,Mason South / Bath Twps Pct,U.S. House,4,Write-in,,0,0,0
Cerro Gordo,Mt Vernon / Pleasant Valley Twps Pct,U.S. House,4,Write-in,,1,1,0
Cerro Gordo,Portland / Owen / Dougherty Twps Pct,U.S. House,4,Write-in,,0,0,0
Cerro Gordo,Falls Twp - Plymouth Pct,State Senate,26,Waylon Brown,REP,196,54,142
Cerro Gordo,Falls Twp - Rock Falls Pct,State Senate,26,Waylon Brown,REP,129,46,83
Cerro Gordo,Portland / Owen / Dougherty Twps Pct,State Senate,26,Waylon Brown,REP,327,116,211
Cerro Gordo,Falls Twp - Plymouth Pct,State Senate,26,Deb Scharper,DEM,136,77,59
Cerro Gordo,Falls Twp - Rock Falls Pct,State Senate,26,Deb Scharper,DEM,90,60,30
Cerro Gordo,Portland / Owen / Dougherty Twps Pct,State Senate,26,Deb Scharper,DEM,154,110,44
Cerro Gordo,Falls Twp - Plymouth Pct,State Senate,26,Write-in,,0,0,0
Cerro Gordo,Falls Twp - Rock Falls Pct,State Senate,26,Write-in,,0,0,0
Cerro Gordo,Portland / Owen / Dougherty Twps Pct,State Senate,26,Write-in,,0,0,0
Cerro Gordo,Falls Twp - Plymouth Pct,State House,52,Craig A. Clark,REP,177,48,129
Cerro Gordo,Falls Twp - Rock Falls Pct,State House,52,Craig A. Clark,REP,113,44,69
Cerro Gordo,Portland / Owen / Dougherty Twps Pct,State House,52,Craig A. Clark,REP,287,104,183
Cerro Gordo,Falls Twp - Plymouth Pct,State House,52,Todd Prichard,DEM,152,82,70
Cerro Gordo,Falls Twp - Rock Falls Pct,State House,52,Todd Prichard,DEM,108,65,43
Cerro Gordo,Portland / Owen / Dougherty Twps Pct,State House,52,Todd Prichard,DEM,194,122,72
Cerro Gordo,Falls Twp - Plymouth Pct,State House,52,Write-in,,0,0,0
Cerro Gordo,Falls Twp - Rock Falls Pct,State House,52,Write-in,,0,0,0
Cerro Gordo,Portland / Owen / Dougherty Twps Pct,State House,52,Write-in,,0,0,0
Cerro Gordo,Geneseo Twp Pct,State House,53,Simon Thomas Abela,REP,287,72,215
Cerro Gordo,Lime Creek / Mason North Twps Pct,State House,53,Simon Thomas Abela,REP,145,92,53
Cerro Gordo,Mason City W-1 P-1,State House,53,Simon Thomas Abela,REP,212,116,96
Cerro Gordo,Mason City W-1 P-2,State House,53,Simon Thomas Abela,REP,365,165,200
Cerro Gordo,Mason City W-1 P-3,State House,53,Simon Thomas Abela,REP,462,230,232
Cerro Gordo,Mason City W-2 P-1,State House,53,Simon Thomas Abela,REP,226,127,99
Cerro Gordo,Mason City W-2 P-2,State House,53,Simon Thomas Abela,REP,491,294,197
Cerro Gordo,Mason City W-2 P-3,State House,53,Simon Thomas Abela,REP,300,131,169
Cerro Gordo,Mason City W-3 P-1,State House,53,Simon Thomas Abela,REP,345,179,166
Cerro Gordo,Mason City W-3 P-2,State House,53,Simon Thomas Abela,REP,316,156,160
Cerro Gordo,Mason City W-3 P-3,State House,53,Simon Thomas Abela,REP,641,322,319
Cerro Gordo,Mason City W-4 P-1,State House,53,Simon Thomas Abela,REP,251,142,109
Cerro Gordo,Mason City W-4 P-2,State House,53,Simon Thomas Abela,REP,380,162,218
Cerro Gordo,Mason City W-4 P-3,State House,53,Simon Thomas Abela,REP,487,280,207
Cerro Gordo,Mason South / Bath Twps Pct,State House,53,Simon Thomas Abela,REP,173,92,81
Cerro Gordo,Geneseo Twp Pct,State House,53,Sharon Steckman,DEM,381,170,211
Cerro Gordo,Lime Creek / Mason North Twps Pct,State House,53,Sharon Steckman,DEM,171,119,52
Cerro Gordo,Mason City W-1 P-1,State House,53,Sharon Steckman,DEM,555,411,144
Cerro Gordo,Mason City W-1 P-2,State House,53,Sharon Steckman,DEM,793,531,262
Cerro Gordo,Mason City W-1 P-3,State House,53,Sharon Steckman,DEM,848,606,242
Cerro Gordo,Mason City W-2 P-1,State House,53,Sharon Steckman,DEM,511,339,172
Cerro Gordo,Mason City W-2 P-2,State House,53,Sharon Steckman,DEM,1102,826,276
Cerro Gordo,Mason City W-2 P-3,State House,53,Sharon Steckman,DEM,610,372,238
Cerro Gordo,Mason City W-3 P-1,State House,53,Sharon Steckman,DEM,766,575,191
Cerro Gordo,Mason City W-3 P-2,State House,53,Sharon Steckman,DEM,633,428,205
Cerro Gordo,Mason City W-3 P-3,State House,53,Sharon Steckman,DEM,1076,800,276
Cerro Gordo,Mason City W-4 P-1,State House,53,Sharon Steckman,DEM,589,414,175
Cerro Gordo,Mason City W-4 P-2,State House,53,Sharon Steckman,DEM,648,401,247
Cerro Gordo,Mason City W-4 P-3,State House,53,Sharon Steckman,DEM,885,663,222
Cerro Gordo,Mason South / Bath Twps Pct,State House,53,Sharon Steckman,DEM,204,153,51
Cerro Gordo,Geneseo Twp Pct,State House,53,Write-in,,1,0,1
Cerro Gordo,Lime Creek / Mason North Twps Pct,State House,53,Write-in,,0,0,0
Cerro Gordo,Mason City W-1 P-1,State House,53,Write-in,,0,0,0
Cerro Gordo,Mason City W-1 P-2,State House,53,Write-in,,4,3,1
Cerro Gordo,Mason City W-1 P-3,State House,53,Write-in,,0,0,0
Cerro Gordo,Mason City W-2 P-1,State House,53,Write-in,,3,1,2
Cerro Gordo,Mason City W-2 P-2,State House,53,Write-in,,2,2,0
Cerro Gordo,Mason City W-2 P-3,State House,53,Write-in,,1,1,0
Cerro Gordo,Mason City W-3 P-1,State House,53,Write-in,,0,0,0
Cerro Gordo,Mason City W-3 P-2,State House,53,Write-in,,0,0,0
Cerro Gordo,Mason City W-3 P-3,State House,53,Write-in,,2,1,1
Cerro Gordo,Mason City W-4 P-1,State House,53,Write-in,,1,1,0
Cerro Gordo,Mason City W-4 P-2,State House,53,Write-in,,4,2,2
Cerro Gordo,Mason City W-4 P-3,State House,53,Write-in,,2,1,1
Cerro Gordo,Mason South / Bath Twps Pct,State House,53,Write-in,,0,0,0
Cerro Gordo,Clear Lake Ward 1,State House,54,Shannon Latham,REP,883,440,443
Cerro Gordo,Clear Lake Ward 2,State House,54,Shannon Latham,REP,861,395,466
Cerro Gordo,Clear Lake Ward 3,State House,54,Shannon Latham,REP,711,289,422
Cerro Gordo,Clear Lake / Grant / Union Twps Pct,State House,54,Shannon Latham,REP,818,341,477
Cerro Gordo,Grimes Twp - Meservey Pct,State House,54,Shannon Latham,REP,108,30,78
Cerro Gordo,Grimes Twp - Thornton Pct,State House,54,Shannon Latham,REP,165,39,126
Cerro Gordo,Lake / Lincoln Twps Pct,State House,54,Shannon Latham,REP,202,86,116
Cerro Gordo,Mt Vernon / Pleasant Valley Twps Pct,State House,54,Shannon Latham,REP,247,80,167
Cerro Gordo,Clear Lake Ward 1,State House,54,Karen Koenig,DEM,304,239,65
Cerro Gordo,Clear Lake Ward 2,State House,54,Karen Koenig,DEM,307,241,66
Cerro Gordo,Clear Lake Ward 3,State House,54,Karen Koenig,DEM,320,230,90
Cerro Gordo,Clear Lake / Grant / Union Twps Pct,State House,54,Karen Koenig,DEM,257,192,65
