office,candidate,party,county,votes
President/Vice President,Scattering,,WINNESHIEK,7
President/Vice President,Hagelin / Tompkins,Natural Law,WINNESHIEK,14
President/Vice President,Clinton / Gore,Democratic,WOODBURY,17224
President/Vice President,Perot / Campbell,Reform,WOODBURY,3436
President/Vice President,Nader / Goeke,Green,WOODBURY,142
President/Vice President,Dole / Kemp,Republican,WOODBURY,16368
President/Vice President,Phillips / Knight Jr.,Taxpayer,WOODBURY,147
President/Vice President,Browne / Jorgensen,Libertarian,WOODBURY,35
President/Vice President,Harris / Garza,Socialist Workers,WOODBURY,10
President/Vice President,Total,,WOODBURY,37464
President/Vice President,Scattering,,WOODBURY,30
President/Vice President,Hagelin / Tompkins,Natural Law,WOODBURY,72
President/Vice President,Clinton / Gore,Democratic,WORTH,2293
President/Vice President,Perot / Campbell,Reform,WORTH,403
President/Vice President,Nader / Goeke,Green,WORTH,14
President/Vice President,Dole / Kemp,Republican,WORTH,1284
President/Vice President,Phillips / Knight Jr.,Taxpayer,WORTH,5
President/Vice President,Browne / Jorgensen,Libertarian,WORTH,4
President/Vice President,Harris / Garza,Socialist Workers,WORTH,1
President/Vice President,Total,,WORTH,4012
President/Vice President,Scattering,,WORTH,3
President/Vice President,Hagelin / Tompkins,Natural Law,WORTH,5
President/Vice President,Clinton / Gore,Democratic,WRIGHT,2912
President/Vice President,Perot / Campbell,Reform,WRIGHT,536
President/Vice President,Nader / Goeke,Green,WRIGHT,9
President/Vice President,Dole / Kemp,Republican,WRIGHT,2473
President/Vice President,Phillips / Knight Jr.,Taxpayer,WRIGHT,13
President/Vice President,Browne / Jorgensen,Libertarian,WRIGHT,8
President/Vice President,Harris / Garza,Socialist Workers,WRIGHT,0
President/Vice President,Total,,WRIGHT,5959
President/Vice President,Scattering,,WRIGHT,4
President/Vice President,Hagelin / Tompkins,Natural Law,WRIGHT,4
